id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone
7217,Bengaluru,2025-12-07 16:45:22.499077+00:00,20.3,88.0,3.611111111111111,26.25,25.55,21.25,72.0
7218,Bhopal,2025-12-07 16:45:22.902555+00:00,15.0,48.0,1.3055555555555556,21.85,21.25,10.85,97.0
7219,Chennai,2025-12-07 16:45:22.613855+00:00,25.1,89.0,5.305555555555556,49.15,43.85,6.15,129.0
7220,Dehradun,2025-12-07 16:45:22.934156+00:00,11.5,35.0,2.5,53.75,53.15,21.75,138.0
7221,Delhi,2025-12-07 16:45:22.478991+00:00,15.3,67.0,2.5,66.75,65.15,40.85,101.0
7222,Hyderabad,2025-12-07 16:45:22.476067+00:00,19.1,49.0,2.111111111111111,41.75,41.25,16.65,131.0
7223,Indore,2025-12-07 16:45:22.920719+00:00,17.3,63.0,1.8055555555555556,20.65,19.55,16.65,88.0
7224,Jaipur,2025-12-07 16:45:22.725977+00:00,17.3,52.0,2.111111111111111,28.45,27.25,24.85,99.0
7225,Kolkata,2025-12-07 16:45:22.509682+00:00,19.0,68.0,2.694444444444444,113.35,111.45,33.55,138.0
7226,Lucknow,2025-12-07 16:45:22.729036+00:00,14.0,82.0,2.1944444444444446,67.45,66.55,18.65,128.0
7227,Mumbai,2025-12-07 16:45:22.502245+00:00,27.2,62.0,3.1111111111111107,71.35,70.45,29.25,283.0
7228,Patna,2025-12-07 16:45:22.877950+00:00,15.2,88.0,2.5,100.25,99.35,30.55,123.0
7229,Pune,2025-12-07 16:45:22.693793+00:00,19.6,33.0,2.305555555555556,42.75,41.95,11.75,140.0
7230,Surat,2025-12-07 16:45:22.943579+00:00,22.8,33.0,3.6944444444444446,72.05,71.15,53.05,94.0
7231,Ahmedabad,2025-12-07 17:40:19.592069+00:00,21.0,46.0,3.0,37.25,36.45,34.75,81.0
7232,Bengaluru,2025-12-07 17:40:19.384738+00:00,19.2,88.0,3.3055555555555554,32.35,31.85,28.05,60.0
7233,Bhopal,2025-12-07 17:40:19.774405+00:00,13.2,58.0,1.3055555555555556,24.95,24.35,14.25,86.0
7234,Chennai,2025-12-07 17:40:19.376647+00:00,25.2,83.0,4.805555555555555,48.15,42.75,6.55,127.0
7235,Dehradun,2025-12-07 17:40:19.797070+00:00,12.1,32.0,2.611111111111111,60.65,59.95,29.05,120.0
7236,Delhi,2025-12-07 17:40:19.366814+00:00,14.0,72.0,2.305555555555556,70.95,69.35,42.35,89.0
7237,Hyderabad,2025-12-07 17:40:19.369804+00:00,19.3,49.0,1.611111111111111,47.85,47.45,21.45,115.0
7238,Indore,2025-12-07 17:40:19.619563+00:00,16.3,63.0,1.8888888888888888,26.55,25.45,22.15,76.0
7239,Jaipur,2025-12-07 17:40:19.603635+00:00,19.1,37.0,2.1944444444444446,35.05,33.95,32.75,79.0
7240,Kolkata,2025-12-07 17:40:19.374755+00:00,19.0,73.0,3.194444444444444,134.45,132.65,41.15,113.0
7241,Lucknow,2025-12-07 17:40:19.616808+00:00,14.2,82.0,2.5,74.85,74.15,21.45,111.0
7242,Mumbai,2025-12-07 17:40:19.371707+00:00,26.4,65.0,2.5,71.35,70.05,27.45,261.0
7243,Patna,2025-12-07 17:40:19.606089+00:00,17.1,72.0,2.305555555555556,116.35,115.65,38.95,98.0
7244,Pune,2025-12-07 17:40:19.590262+00:00,18.6,33.0,2.111111111111111,48.15,47.25,17.25,119.0
7245,Surat,2025-12-07 17:40:19.780503+00:00,22.2,33.0,3.611111111111111,70.65,69.55,51.45,86.0
7246,Ahmedabad,2025-12-07 18:48:14.023141+00:00,19.3,56.0,3.611111111111111,48.25,47.65,57.15,34.0
7247,Bengaluru,2025-12-07 18:48:13.932811+00:00,19.3,88.0,2.694444444444444,36.05,35.55,38.35,42.0
7248,Bhopal,2025-12-07 18:48:14.221382+00:00,13.1,58.0,1.6944444444444442,29.55,29.05,20.05,67.0
7249,Chennai,2025-12-07 18:48:13.801782+00:00,24.2,89.0,4.694444444444444,46.15,40.75,6.45,124.0
7250,Dehradun,2025-12-07 18:48:14.248249+00:00,12.0,30.0,2.388888888888889,67.45,66.75,42.65,76.0
7251,Delhi,2025-12-07 18:48:13.797944+00:00,14.1,72.0,2.305555555555556,75.35,73.95,37.55,76.0
7252,Hyderabad,2025-12-07 18:48:13.791361+00:00,18.0,68.0,1.1944444444444444,52.85,52.35,29.25,88.0
7253,Indore,2025-12-07 18:48:14.124494+00:00,12.4,71.0,2.0,34.75,33.65,30.55,56.0
7254,Jaipur,2025-12-07 18:48:14.024337+00:00,15.2,51.0,2.388888888888889,45.35,43.65,45.15,43.0
7255,Kolkata,2025-12-07 18:48:13.794191+00:00,18.3,77.0,3.1111111111111107,162.95,161.55,52.35,70.0
7256,Lucknow,2025-12-07 18:48:14.032936+00:00,13.2,88.0,2.611111111111111,82.85,81.85,23.75,84.0
7257,Mumbai,2025-12-07 18:48:13.795916+00:00,26.4,65.0,2.0,63.75,61.85,20.95,196.0
7258,Patna,2025-12-07 18:48:14.038740+00:00,15.1,82.0,1.8055555555555556,139.15,138.25,51.15,56.0
7259,Pune,2025-12-07 18:48:14.016024+00:00,17.6,32.0,2.0,48.55,47.85,27.15,77.0
7260,Surat,2025-12-07 18:48:14.232960+00:00,21.2,36.0,3.3888888888888884,57.65,56.75,41.95,78.0
7261,Ahmedabad,2025-12-07 19:38:56.626665+00:00,19.2,56.0,3.611111111111111,48.25,47.65,57.15,34.0
7262,Bengaluru,2025-12-07 19:38:56.401496+00:00,18.1,94.0,2.694444444444444,36.05,35.55,38.35,42.0
7263,Bhopal,2025-12-07 19:38:56.773812+00:00,13.0,58.0,1.6944444444444442,29.55,29.05,20.05,67.0
7264,Chennai,2025-12-07 19:38:56.392679+00:00,24.4,89.0,4.694444444444444,46.15,40.75,6.45,124.0
7265,Dehradun,2025-12-07 19:38:56.815838+00:00,12.0,30.0,2.388888888888889,67.45,66.75,42.65,76.0
7266,Delhi,2025-12-07 19:38:56.365315+00:00,14.3,72.0,2.305555555555556,75.35,73.95,37.55,76.0
7267,Hyderabad,2025-12-07 19:38:56.368150+00:00,17.3,77.0,1.1944444444444444,52.85,52.35,29.25,88.0
7268,Indore,2025-12-07 19:38:56.622378+00:00,14.3,72.0,2.0,34.75,33.65,30.55,56.0
7269,Jaipur,2025-12-07 19:38:56.611615+00:00,14.0,55.0,2.388888888888889,45.35,43.65,45.15,43.0
7270,Kolkata,2025-12-07 19:38:56.370850+00:00,18.4,77.0,3.1111111111111107,162.95,161.55,52.35,70.0
7271,Lucknow,2025-12-07 19:38:56.633148+00:00,13.4,88.0,2.611111111111111,82.85,81.85,23.75,84.0
7272,Mumbai,2025-12-07 19:38:56.398951+00:00,25.3,69.0,1.3055555555555556,52.45,50.45,15.45,157.0
7273,Patna,2025-12-07 19:38:56.638580+00:00,14.0,88.0,1.8055555555555556,139.15,138.25,51.15,56.0
7274,Pune,2025-12-07 19:38:56.584753+00:00,17.6,32.0,2.0,48.55,47.85,27.15,77.0
7275,Surat,2025-12-07 19:38:56.814466+00:00,21.2,36.0,3.3888888888888884,57.65,56.75,41.95,78.0
7276,Ahmedabad,2025-12-07 20:41:51.153915+00:00,18.4,60.0,3.5,45.55,45.05,53.15,29.0
7277,Bengaluru,2025-12-07 20:41:50.881032+00:00,17.3,94.0,2.611111111111111,36.75,36.15,35.05,46.0
7278,Bhopal,2025-12-07 20:41:51.275624+00:00,11.2,76.0,2.0,30.65,30.15,20.25,64.0
7279,Chennai,2025-12-07 20:41:50.861701+00:00,24.3,94.0,4.694444444444444,45.05,39.75,6.25,123.0
7280,Dehradun,2025-12-07 20:41:51.312537+00:00,11.9,30.0,2.305555555555556,64.85,63.95,46.25,56.0
7281,Delhi,2025-12-07 20:41:50.867079+00:00,14.2,67.0,2.305555555555556,78.35,76.95,34.55,74.0
7282,Hyderabad,2025-12-07 20:41:50.876432+00:00,16.0,77.0,1.3888888888888888,54.65,54.05,29.55,86.0
7283,Indore,2025-12-07 20:41:51.117803+00:00,11.0,82.0,1.8055555555555556,36.05,34.95,29.25,55.0
7284,Jaipur,2025-12-07 20:41:51.112870+00:00,13.0,62.0,2.305555555555556,47.05,45.05,44.45,36.0
7285,Kolkata,2025-12-07 20:41:50.885406+00:00,17.0,77.0,3.1111111111111107,172.65,170.85,54.15,57.0
7286,Lucknow,2025-12-07 20:41:51.105079+00:00,12.3,94.0,2.694444444444444,83.25,82.55,22.25,78.0
7287,Mumbai,2025-12-07 20:41:50.864369+00:00,25.1,74.0,2.388888888888889,59.85,58.05,21.15,170.0
7288,Patna,2025-12-07 20:41:51.115502+00:00,13.1,94.0,1.8888888888888888,143.85,142.85,50.15,50.0
7289,Pune,2025-12-07 20:41:51.075338+00:00,17.1,32.0,1.6944444444444442,45.45,44.85,25.95,70.0
7290,Surat,2025-12-07 20:41:51.304552+00:00,20.8,37.0,3.0,53.45,52.55,38.85,76.0
7291,Ahmedabad,2025-12-07 21:39:23.634346+00:00,17.2,63.0,3.611111111111111,41.45,41.05,42.55,32.0
7292,Bengaluru,2025-12-07 21:39:23.382380+00:00,17.2,94.0,2.5,37.95,37.55,28.05,56.0
7293,Bhopal,2025-12-07 21:39:23.914575+00:00,10.2,82.0,1.6944444444444442,31.35,30.85,19.15,65.0
7294,Chennai,2025-12-07 21:39:23.395978+00:00,24.2,89.0,4.5,44.05,38.85,5.95,122.0
7295,Dehradun,2025-12-07 21:39:23.856373+00:00,11.8,29.0,2.305555555555556,59.25,58.55,48.25,36.0
7296,Delhi,2025-12-07 21:39:23.389890+00:00,13.2,72.0,2.5,80.45,79.05,30.75,75.0
7297,Hyderabad,2025-12-07 21:39:23.401284+00:00,16.2,77.0,1.6944444444444442,56.65,55.75,28.15,89.0
7298,Indore,2025-12-07 21:39:23.661963+00:00,10.1,87.0,2.0,36.15,35.05,25.55,57.0
7299,Jaipur,2025-12-07 21:39:23.785650+00:00,14.3,63.0,2.111111111111111,47.65,45.35,40.55,33.0
7300,Kolkata,2025-12-07 21:39:23.364504+00:00,17.2,77.0,3.0,179.15,177.35,53.95,50.0
7301,Lucknow,2025-12-07 21:39:23.667863+00:00,12.1,94.0,2.694444444444444,81.45,80.45,19.35,77.0
7302,Mumbai,2025-12-07 21:39:23.347520+00:00,25.2,69.0,2.611111111111111,58.55,56.85,22.55,145.0
7303,Patna,2025-12-07 21:39:23.805271+00:00,13.2,94.0,2.111111111111111,145.25,144.25,45.65,50.0
7304,Pune,2025-12-07 21:39:23.580168+00:00,16.5,34.0,1.5,43.85,43.25,22.05,70.0
7305,Surat,2025-12-07 21:39:23.836011+00:00,20.6,36.0,3.1111111111111107,51.75,50.75,35.95,74.0
7306,Ahmedabad,2025-12-07 22:42:12.133651+00:00,17.3,63.0,3.3888888888888884,34.65,34.35,32.65,36.0
7307,Bengaluru,2025-12-07 22:42:11.913527+00:00,17.4,94.0,2.611111111111111,39.05,38.55,21.85,65.0
7308,Bhopal,2025-12-07 22:42:12.303210+00:00,11.2,94.0,1.5,31.45,31.05,18.05,65.0
7309,Chennai,2025-12-07 22:42:11.817590+00:00,24.3,89.0,4.388888888888889,43.15,37.75,5.55,122.0
7310,Dehradun,2025-12-07 22:42:12.225297+00:00,11.5,29.0,2.1944444444444446,52.45,51.85,48.35,21.0
7311,Delhi,2025-12-07 22:42:11.932694+00:00,13.0,72.0,2.5,80.05,78.65,26.85,76.0
7312,Hyderabad,2025-12-07 22:42:11.773538+00:00,16.4,72.0,1.611111111111111,57.55,56.65,26.25,92.0
7313,Indore,2025-12-07 22:42:12.127879+00:00,12.0,82.0,2.305555555555556,34.15,33.25,22.35,59.0
7314,Jaipur,2025-12-07 22:42:12.015871+00:00,13.4,67.0,2.1944444444444446,46.75,44.05,36.05,33.0
7315,Kolkata,2025-12-07 22:42:11.812249+00:00,17.0,77.0,2.8055555555555554,182.45,181.05,52.65,44.0
7316,Lucknow,2025-12-07 22:42:12.022598+00:00,11.1,100.0,2.8055555555555554,76.95,76.05,16.65,76.0
7317,Mumbai,2025-12-07 22:42:11.798859+00:00,24.3,69.0,2.888888888888889,59.25,57.55,23.95,124.0
7318,Patna,2025-12-07 22:42:12.134460+00:00,13.0,88.0,2.1944444444444446,144.75,143.35,41.35,50.0
7319,Pune,2025-12-07 22:42:11.993025+00:00,15.9,36.0,1.1944444444444444,43.15,42.55,18.45,71.0
7320,Surat,2025-12-07 22:42:12.221011+00:00,20.3,35.0,2.694444444444444,50.65,49.75,33.55,74.0
7321,Ahmedabad,2025-12-07 23:40:32.932901+00:00,17.0,63.0,3.3888888888888884,26.85,26.65,25.65,39.0
7322,Bengaluru,2025-12-07 23:40:32.718260+00:00,16.2,94.0,2.5,39.65,39.15,17.85,70.0
7323,Bhopal,2025-12-07 23:40:33.142144+00:00,11.2,94.0,1.6944444444444442,30.85,30.45,17.25,63.0
7324,Chennai,2025-12-07 23:40:32.745700+00:00,23.0,94.0,4.305555555555555,42.25,36.95,4.85,122.0
7325,Dehradun,2025-12-07 23:40:33.152659+00:00,11.3,28.0,2.388888888888889,45.05,44.55,46.05,14.0
7326,Delhi,2025-12-07 23:40:32.829697+00:00,12.2,77.0,2.5,76.95,75.55,22.65,78.0
7327,Hyderabad,2025-12-07 23:40:32.756258+00:00,15.4,72.0,1.8055555555555556,57.75,56.65,24.15,95.0
7328,Indore,2025-12-07 23:40:33.008038+00:00,12.1,82.0,2.305555555555556,31.85,31.05,20.65,58.0
7329,Jaipur,2025-12-07 23:40:32.938925+00:00,13.2,58.0,2.0,44.75,41.85,31.35,34.0
7330,Kolkata,2025-12-07 23:40:32.716368+00:00,16.3,82.0,2.694444444444444,185.75,183.85,50.25,40.0
7331,Lucknow,2025-12-07 23:40:32.965656+00:00,10.0,100.0,2.694444444444444,73.25,72.35,14.35,76.0
7332,Mumbai,2025-12-07 23:40:32.712823+00:00,24.2,65.0,3.194444444444444,60.25,58.55,24.75,108.0
7333,Patna,2025-12-07 23:40:32.967422+00:00,14.1,82.0,2.5,145.25,144.25,38.35,47.0
7334,Pune,2025-12-07 23:40:32.935548+00:00,15.8,36.0,1.8055555555555556,42.15,41.45,15.95,72.0
7335,Surat,2025-12-07 23:40:33.151923+00:00,19.8,34.0,2.1944444444444446,48.85,47.85,31.45,75.0
7336,Ahmedabad,2025-12-08 02:25:16.709340+00:00,16.1,63.0,3.6944444444444446,19.05,18.85,14.85,46.0
7337,Bengaluru,2025-12-08 02:25:16.617705+00:00,17.1,94.0,2.305555555555556,41.95,41.35,12.25,76.0
7338,Bhopal,2025-12-08 02:25:16.934919+00:00,10.4,76.0,1.611111111111111,30.85,30.45,15.95,59.0
7339,Chennai,2025-12-08 02:25:16.478891+00:00,23.1,94.0,4.694444444444444,41.25,35.85,3.55,121.0
7340,Dehradun,2025-12-08 02:25:16.933684+00:00,13.3,25.0,2.1944444444444446,34.65,33.95,37.95,10.0
7341,Delhi,2025-12-08 02:25:17.649736+00:00,10.3,82.0,2.611111111111111,71.35,70.05,15.15,83.0
7342,Hyderabad,2025-12-08 02:25:16.482457+00:00,16.1,63.0,1.6944444444444442,60.95,59.55,19.55,99.0
7343,Indore,2025-12-08 02:25:16.911850+00:00,11.1,76.0,2.5,32.25,31.55,18.65,56.0
7344,Jaipur,2025-12-08 02:25:16.711873+00:00,12.3,67.0,1.6944444444444442,43.15,40.15,21.65,39.0
7345,Kolkata,2025-12-08 02:25:16.485173+00:00,17.2,77.0,2.611111111111111,180.15,178.75,43.05,38.0
7346,Lucknow,2025-12-08 02:25:16.714694+00:00,11.2,94.0,2.1944444444444446,71.15,70.25,10.55,75.0
7347,Mumbai,2025-12-08 02:25:16.486983+00:00,24.2,54.0,4.388888888888889,60.65,59.25,26.25,83.0
7348,Patna,2025-12-08 02:25:16.825194+00:00,13.1,94.0,2.388888888888889,144.75,143.85,32.45,43.0
7349,Pune,2025-12-08 02:25:16.700106+00:00,16.5,44.0,1.3055555555555556,42.55,41.75,12.05,77.0
7350,Surat,2025-12-08 02:25:16.936302+00:00,18.5,37.0,3.194444444444444,44.95,44.15,28.75,77.0
7351,Ahmedabad,2025-12-08 03:43:54.589245+00:00,19.3,56.0,4.388888888888889,17.15,16.95,12.25,47.0
7352,Bengaluru,2025-12-08 03:43:54.425162+00:00,19.3,83.0,2.888888888888889,44.25,43.55,10.55,78.0
7353,Bhopal,2025-12-08 03:43:54.738984+00:00,15.2,88.0,2.111111111111111,31.55,31.25,15.65,53.0
7354,Chennai,2025-12-08 03:43:54.435750+00:00,25.2,89.0,6.194444444444445,40.65,35.45,3.25,119.0
7355,Dehradun,2025-12-08 03:43:54.780314+00:00,19.7,21.0,1.0,26.25,25.55,30.05,5.0
7356,Delhi,2025-12-08 03:43:54.489725+00:00,12.3,77.0,3.5,66.95,65.85,12.55,83.0
7357,Hyderabad,2025-12-08 03:43:54.476874+00:00,21.3,49.0,2.694444444444444,63.05,61.15,16.15,93.0
7358,Indore,2025-12-08 03:43:54.671829+00:00,18.1,64.0,2.694444444444444,33.25,32.75,18.15,53.0
7359,Jaipur,2025-12-08 03:43:54.610165+00:00,16.3,51.0,1.1111111111111112,43.95,41.15,16.05,43.0
7360,Kolkata,2025-12-08 03:43:54.387567+00:00,18.3,73.0,3.3055555555555554,164.75,163.35,34.45,39.0
7361,Lucknow,2025-12-08 03:43:54.618096+00:00,13.1,88.0,2.611111111111111,73.05,72.05,10.05,67.0
7362,Mumbai,2025-12-08 03:43:54.408315+00:00,25.3,54.0,3.3888888888888884,56.65,55.65,28.45,62.0
7363,Patna,2025-12-08 03:43:54.653986+00:00,15.0,88.0,2.611111111111111,137.75,136.35,25.25,41.0
7364,Pune,2025-12-08 03:43:54.563538+00:00,22.1,32.0,2.694444444444444,44.55,43.55,10.45,78.0
7365,Surat,2025-12-08 03:43:54.759211+00:00,23.7,31.0,3.194444444444444,25.35,24.45,5.55,85.0
7366,Ahmedabad,2025-12-08 04:54:42.144710+00:00,23.3,44.0,4.611111111111112,17.25,16.95,12.45,47.0
7367,Bengaluru,2025-12-08 04:54:41.870021+00:00,24.1,57.0,2.888888888888889,45.05,44.35,11.65,79.0
7368,Bhopal,2025-12-08 04:54:42.302439+00:00,22.0,29.0,2.388888888888889,31.75,31.35,15.45,52.0
7369,Chennai,2025-12-08 04:54:41.872589+00:00,27.1,84.0,6.388888888888888,40.45,35.35,3.55,119.0
7370,Dehradun,2025-12-08 04:54:42.355233+00:00,21.9,19.0,1.1111111111111112,23.25,22.55,26.95,5.0
7371,Delhi,2025-12-08 04:54:41.860363+00:00,17.1,55.0,3.6944444444444446,66.95,66.05,13.85,82.0
7372,Hyderabad,2025-12-08 04:54:41.900408+00:00,24.1,36.0,3.1111111111111107,61.15,59.15,15.95,89.0
7373,Indore,2025-12-08 04:54:42.149727+00:00,23.2,44.0,2.888888888888889,33.55,33.05,18.35,52.0
7374,Jaipur,2025-12-08 04:54:42.131758+00:00,23.3,31.0,1.0,45.55,42.75,15.05,45.0
7375,Kolkata,2025-12-08 04:54:41.893661+00:00,23.3,50.0,3.3055555555555554,161.05,159.65,30.85,46.0
7376,Lucknow,2025-12-08 04:54:42.129572+00:00,17.2,68.0,3.1111111111111107,74.65,73.75,10.65,63.0
7377,Mumbai,2025-12-08 04:54:41.890795+00:00,28.0,40.0,2.388888888888889,51.25,50.35,25.85,54.0
7378,Patna,2025-12-08 04:54:42.156881+00:00,18.2,73.0,2.5,132.65,131.75,22.45,43.0
7379,Pune,2025-12-08 04:54:42.087851+00:00,24.3,28.0,3.611111111111111,46.35,45.35,10.95,77.0
7380,Surat,2025-12-08 04:54:42.354801+00:00,26.1,27.0,3.888888888888889,41.35,40.65,30.15,67.0
7381,Ahmedabad,2025-12-08 05:47:20.017918+00:00,24.1,41.0,4.388888888888889,17.75,17.45,13.45,45.0
7382,Bengaluru,2025-12-08 05:47:19.767967+00:00,25.3,51.0,3.1111111111111107,47.05,46.45,15.95,79.0
7383,Bhopal,2025-12-08 05:47:20.246403+00:00,24.2,23.0,2.611111111111111,32.55,32.15,15.05,51.0
7384,Chennai,2025-12-08 05:47:19.862786+00:00,27.3,84.0,6.499999999999999,40.55,35.55,4.55,119.0
7385,Dehradun,2025-12-08 05:47:20.261135+00:00,22.9,17.0,2.111111111111111,22.75,21.95,25.95,5.0
7386,Delhi,2025-12-08 05:47:19.765913+00:00,18.1,52.0,4.0,70.05,69.05,19.15,76.0
7387,Hyderabad,2025-12-08 05:47:19.773582+00:00,25.1,32.0,3.3055555555555554,60.45,58.35,18.85,83.0
7388,Indore,2025-12-08 05:47:20.077199+00:00,24.2,44.0,2.8055555555555554,36.15,35.65,19.65,49.0
7389,Jaipur,2025-12-08 05:47:20.027076+00:00,24.0,24.0,1.0,48.95,46.15,16.95,43.0
7390,Kolkata,2025-12-08 05:47:19.771148+00:00,23.1,47.0,3.3888888888888884,166.65,165.65,29.35,60.0
7391,Lucknow,2025-12-08 05:47:20.079158+00:00,18.0,64.0,3.611111111111111,79.05,77.95,12.45,57.0
7392,Mumbai,2025-12-08 05:47:19.787185+00:00,29.0,33.0,1.611111111111111,49.95,49.25,31.25,50.0
7393,Patna,2025-12-08 05:47:20.034339+00:00,19.2,68.0,2.5,130.35,129.35,21.55,46.0
7394,Pune,2025-12-08 05:47:20.019821+00:00,26.2,26.0,3.6944444444444446,48.45,47.25,13.95,73.0
7395,Surat,2025-12-08 05:47:20.252468+00:00,28.3,24.0,4.305555555555555,41.75,41.15,32.35,61.0
7396,Ahmedabad,2025-12-08 06:57:36.781618+00:00,27.1,28.0,4.305555555555555,20.05,19.75,15.15,42.0
7397,Bengaluru,2025-12-08 06:57:36.605425+00:00,27.0,34.0,3.3055555555555554,48.95,48.55,21.65,79.0
7398,Bhopal,2025-12-08 06:57:36.983660+00:00,24.4,27.0,2.388888888888889,34.45,34.05,14.55,51.0
7399,Chennai,2025-12-08 06:57:36.576362+00:00,28.1,74.0,6.611111111111111,40.85,36.05,5.85,119.0
7400,Dehradun,2025-12-08 06:57:37.038262+00:00,23.4,17.0,2.611111111111111,26.45,25.25,25.85,7.0
7401,Delhi,2025-12-08 06:57:36.598192+00:00,21.3,43.0,4.194444444444445,76.25,75.55,26.45,70.0
7402,Hyderabad,2025-12-08 06:57:36.571455+00:00,27.3,28.0,3.3888888888888884,59.55,57.65,22.95,77.0
7403,Indore,2025-12-08 06:57:36.841749+00:00,26.3,30.0,2.888888888888889,41.35,40.85,21.15,46.0
7404,Jaipur,2025-12-08 06:57:36.845500+00:00,26.4,23.0,1.3055555555555556,54.15,51.25,20.15,39.0
7405,Kolkata,2025-12-08 06:57:36.601606+00:00,25.3,41.0,3.3055555555555554,167.05,166.15,28.75,79.0
7406,Lucknow,2025-12-08 06:57:36.854450+00:00,23.1,44.0,3.888888888888889,83.95,83.05,14.75,52.0
7407,Mumbai,2025-12-08 06:57:36.607892+00:00,31.0,31.0,1.0,48.35,47.75,32.85,48.0
7408,Patna,2025-12-08 06:57:36.847728+00:00,21.4,64.0,2.888888888888889,128.45,127.55,21.45,51.0
7409,Pune,2025-12-08 06:57:36.796600+00:00,27.3,24.0,2.8055555555555554,53.15,51.85,18.15,68.0
7410,Surat,2025-12-08 06:57:36.994141+00:00,29.9,22.0,3.888888888888889,44.15,43.65,35.05,55.0
7411,Ahmedabad,2025-12-08 07:44:35.770813+00:00,28.0,27.0,4.194444444444445,21.85,21.55,15.45,46.0
7412,Bengaluru,2025-12-08 07:44:35.524474+00:00,28.3,30.0,3.3055555555555554,44.55,44.25,24.05,85.0
7413,Bhopal,2025-12-08 07:44:35.942694+00:00,25.1,24.0,2.5,30.55,30.25,13.05,57.0
7414,Chennai,2025-12-08 07:44:35.513670+00:00,28.1,74.0,6.694444444444445,40.65,35.65,6.45,120.0
7415,Dehradun,2025-12-08 07:44:35.985575+00:00,23.4,17.0,2.694444444444444,31.95,30.75,23.95,19.0
7416,Delhi,2025-12-08 07:44:35.510513+00:00,22.3,41.0,4.5,78.85,78.15,30.35,75.0
7417,Hyderabad,2025-12-08 07:44:35.518086+00:00,28.3,28.0,3.5,46.15,44.95,24.15,82.0
7418,Indore,2025-12-08 07:44:35.780017+00:00,26.3,32.0,2.611111111111111,37.65,37.45,20.55,51.0
7419,Jaipur,2025-12-08 07:44:35.760812+00:00,26.2,21.0,1.6944444444444442,54.65,52.35,21.15,45.0
7420,Kolkata,2025-12-08 07:44:35.516274+00:00,25.0,41.0,3.194444444444444,153.55,152.65,26.45,105.0
7421,Lucknow,2025-12-08 07:44:35.784375+00:00,24.1,41.0,4.5,83.25,82.55,15.55,58.0
7422,Mumbai,2025-12-08 07:44:35.526755+00:00,31.1,29.0,1.6944444444444442,48.15,47.55,32.85,57.0
7423,Patna,2025-12-08 07:44:35.778107+00:00,22.4,61.0,2.8055555555555554,120.95,120.55,20.05,68.0
7424,Pune,2025-12-08 07:44:35.743406+00:00,28.0,22.0,2.388888888888889,50.25,49.05,19.55,73.0
7425,Surat,2025-12-08 07:44:35.978964+00:00,30.8,21.0,3.6944444444444446,46.25,45.75,37.05,55.0
7426,Ahmedabad,2025-12-08 08:54:49.178839+00:00,30.3,21.0,4.0,22.25,22.05,13.15,63.0
7427,Bengaluru,2025-12-08 08:54:49.010964+00:00,28.3,28.0,3.3888888888888884,36.35,36.05,19.75,103.0
7428,Bhopal,2025-12-08 08:54:49.393941+00:00,26.0,21.0,2.305555555555556,23.15,22.65,9.85,76.0
7429,Chennai,2025-12-08 08:54:48.990487+00:00,28.2,74.0,6.888888888888889,39.95,34.75,5.45,124.0
7430,Dehradun,2025-12-08 08:54:49.400376+00:00,23.0,19.0,2.5,37.95,36.45,17.85,51.0
7431,Delhi,2025-12-08 08:54:48.968767+00:00,24.3,34.0,4.694444444444444,79.55,79.05,27.75,102.0
7432,Hyderabad,2025-12-08 08:54:49.004603+00:00,29.2,25.0,3.5,39.65,38.35,19.25,108.0
7433,Indore,2025-12-08 08:54:49.236794+00:00,26.1,30.0,2.611111111111111,26.85,26.65,15.75,71.0
7434,Jaipur,2025-12-08 08:54:49.206109+00:00,28.4,17.0,2.111111111111111,48.55,46.45,17.35,68.0
7435,Kolkata,2025-12-08 08:54:48.997562+00:00,25.3,41.0,3.194444444444444,134.05,133.05,20.35,143.0
7436,Lucknow,2025-12-08 08:54:49.225609+00:00,24.0,41.0,4.805555555555555,80.75,79.75,13.35,83.0
7437,Mumbai,2025-12-08 08:54:48.966124+00:00,33.2,26.0,2.611111111111111,48.65,47.85,29.65,81.0
7438,Patna,2025-12-08 08:54:49.229814+00:00,23.0,57.0,2.694444444444444,114.05,113.05,15.75,106.0
7439,Pune,2025-12-08 08:54:49.185252+00:00,28.5,21.0,2.1944444444444446,43.15,41.55,15.55,95.0
7440,Surat,2025-12-08 08:54:49.382244+00:00,31.1,20.0,3.6944444444444446,48.15,47.65,37.35,65.0
7441,Ahmedabad,2025-12-08 09:49:56.730832+00:00,29.3,22.0,3.611111111111111,21.75,21.25,9.95,84.0
7442,Bengaluru,2025-12-08 09:49:56.521150+00:00,28.1,28.0,3.5,39.85,39.15,13.55,118.0
7443,Bhopal,2025-12-08 09:49:56.918634+00:00,26.3,20.0,2.1944444444444446,18.15,17.95,5.85,99.0
7444,Chennai,2025-12-08 09:49:56.512138+00:00,28.1,74.0,6.805555555555555,36.95,31.85,3.75,131.0
7445,Dehradun,2025-12-08 09:49:56.947534+00:00,21.9,22.0,2.305555555555556,21.65,19.15,9.95,93.0
7446,Delhi,2025-12-08 09:49:56.547955+00:00,25.2,28.0,5.0,82.15,80.45,21.55,136.0
7447,Hyderabad,2025-12-08 09:49:56.542700+00:00,29.4,25.0,3.5,46.05,44.05,10.75,142.0
