id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone,hour,day,month,weekday
4077,Mumbai,2025-11-28 09:03:10.755702+05:30,27.0,58.0,3.5,62.75,62.35,24.45,81.0,9,28,11,Friday
4078,Patna,2025-11-28 09:03:10.981267+05:30,19.1,73.0,2.611111111111111,89.75,88.35,22.75,44.0,9,28,11,Friday
4079,Pune,2025-11-28 09:03:10.921127+05:30,22.1,58.0,3.305555555555556,59.45,58.85,5.65,92.0,9,28,11,Friday
4080,Surat,2025-11-28 09:03:11.126630+05:30,27.0,48.0,2.805555555555556,84.65,83.95,34.85,59.0,9,28,11,Friday
4081,Ahmedabad,2025-11-28 10:16:53.728466+05:30,22.3,69.0,2.805555555555556,65.35,64.85,9.65,62.0,10,28,11,Friday
4082,Bengaluru,2025-11-28 10:16:53.561594+05:30,19.1,78.0,5.888888888888888,56.85,54.75,7.05,106.0,10,28,11,Friday
4083,Bhopal,2025-11-28 10:16:53.912716+05:30,20.2,46.0,3.6944444444444446,29.75,29.05,8.15,68.0,10,28,11,Friday
4084,Chennai,2025-11-28 10:16:53.532378+05:30,29.0,66.0,8.88888888888889,42.65,36.95,2.65,124.0,10,28,11,Friday
4085,Dehradun,2025-11-28 10:16:53.943908+05:30,21.4,26.0,1.0,18.85,18.85,27.85,3.0,10,28,11,Friday
4086,Delhi,2025-11-28 10:16:53.528033+05:30,15.2,77.0,1.8888888888888888,117.95,117.25,41.35,64.0,10,28,11,Friday
4087,Hyderabad,2025-11-28 10:16:53.587545+05:30,23.4,61.0,4.0,56.05,54.45,9.25,81.0,10,28,11,Friday
4088,Indore,2025-11-28 10:16:53.783840+05:30,24.8,39.0,3.5,39.65,39.05,8.45,69.0,10,28,11,Friday
4089,Jaipur,2025-11-28 10:16:53.773352+05:30,18.0,68.0,2.0,75.35,74.15,12.35,104.0,10,28,11,Friday
4090,Kolkata,2025-11-28 10:16:53.554882+05:30,25.3,61.0,2.805555555555556,116.55,111.95,47.25,28.0,10,28,11,Friday
4091,Lucknow,2025-11-28 10:16:53.758821+05:30,20.3,56.0,2.1944444444444446,76.75,75.55,18.65,46.0,10,28,11,Friday
4092,Mumbai,2025-11-28 10:16:53.558079+05:30,28.3,55.0,2.805555555555556,59.75,59.25,22.75,61.0,10,28,11,Friday
4093,Patna,2025-11-28 10:16:53.775218+05:30,22.3,65.0,2.694444444444444,89.35,87.95,21.35,48.0,10,28,11,Friday
4094,Pune,2025-11-28 10:16:53.736691+05:30,23.8,52.0,4.111111111111112,60.35,59.75,6.35,89.0,10,28,11,Friday
4095,Surat,2025-11-28 10:16:53.928566+05:30,29.0,43.0,3.0,87.25,86.55,35.15,60.0,10,28,11,Friday
4096,Ahmedabad,2025-11-28 11:14:29.115333+05:30,24.2,61.0,2.694444444444444,64.65,64.45,10.45,60.0,11,28,11,Friday
4097,Bengaluru,2025-11-28 11:14:28.929016+05:30,21.3,69.0,5.805555555555555,56.45,54.55,9.15,111.0,11,28,11,Friday
4098,Bhopal,2025-11-28 11:14:29.293052+05:30,20.3,43.0,3.8055555555555554,31.75,30.85,8.55,67.0,11,28,11,Friday
4099,Chennai,2025-11-28 11:14:28.998983+05:30,29.2,66.0,8.88888888888889,42.25,36.55,3.85,122.0,11,28,11,Friday
4100,Dehradun,2025-11-28 11:14:29.343970+05:30,22.8,23.0,1.611111111111111,20.35,20.25,27.25,3.0,11,28,11,Friday
4101,Delhi,2025-11-28 11:14:28.994118+05:30,19.1,56.0,1.8888888888888888,118.15,117.75,41.75,62.0,11,28,11,Friday
4102,Hyderabad,2025-11-28 11:14:29.044254+05:30,24.3,54.0,3.8055555555555554,57.45,55.75,11.95,81.0,11,28,11,Friday
4103,Indore,2025-11-28 11:14:29.220246+05:30,24.4,50.0,3.6944444444444446,38.45,37.85,10.55,64.0,11,28,11,Friday
4104,Jaipur,2025-11-28 11:14:29.145331+05:30,19.2,64.0,2.694444444444444,77.95,76.75,15.35,100.0,11,28,11,Friday
4105,Kolkata,2025-11-28 11:14:28.926426+05:30,26.2,51.0,2.5,116.75,112.15,41.25,51.0,11,28,11,Friday
4106,Lucknow,2025-11-28 11:14:29.214876+05:30,23.1,44.0,2.111111111111111,79.75,78.65,18.75,48.0,11,28,11,Friday
4107,Mumbai,2025-11-28 11:14:28.965498+05:30,29.1,55.0,2.694444444444444,62.55,62.05,29.75,48.0,11,28,11,Friday
4108,Patna,2025-11-28 11:14:29.184033+05:30,24.1,61.0,2.805555555555556,92.85,91.45,20.95,55.0,11,28,11,Friday
4109,Pune,2025-11-28 11:14:29.166598+05:30,25.3,45.0,4.194444444444445,62.55,61.85,9.15,85.0,11,28,11,Friday
4110,Surat,2025-11-28 11:14:29.316502+05:30,30.4,40.0,3.194444444444444,90.25,89.55,35.75,61.0,11,28,11,Friday
4111,Ahmedabad,2025-11-28 12:23:48.747636+05:30,27.3,54.0,2.611111111111111,65.55,65.15,12.95,57.0,12,28,11,Friday
4112,Bengaluru,2025-11-28 12:23:48.568553+05:30,23.3,65.0,5.805555555555555,56.75,54.65,12.15,116.0,12,28,11,Friday
4113,Bhopal,2025-11-28 12:23:48.895019+05:30,23.1,36.0,4.194444444444445,33.65,32.85,9.05,68.0,12,28,11,Friday
4114,Chennai,2025-11-28 12:23:48.641880+05:30,29.2,62.0,8.694444444444445,42.05,36.55,5.55,120.0,12,28,11,Friday
4115,Dehradun,2025-11-28 12:23:48.942710+05:30,23.3,21.0,2.388888888888889,25.45,25.35,27.55,6.0,12,28,11,Friday
4116,Delhi,2025-11-28 12:23:48.561958+05:30,22.2,46.0,1.8888888888888888,124.25,123.35,47.05,57.0,12,28,11,Friday
4117,Hyderabad,2025-11-28 12:23:48.571306+05:30,26.1,48.0,4.388888888888889,59.15,57.65,15.85,82.0,12,28,11,Friday
4118,Indore,2025-11-28 12:23:48.818325+05:30,26.0,51.0,3.611111111111111,38.45,37.85,13.05,60.0,12,28,11,Friday
4119,Jaipur,2025-11-28 12:23:48.772020+05:30,23.0,36.0,1.6944444444444442,82.15,80.95,19.75,94.0,12,28,11,Friday
4120,Kolkata,2025-11-28 12:23:48.549059+05:30,28.2,45.0,2.1944444444444446,102.15,98.65,34.85,82.0,12,28,11,Friday
4121,Lucknow,2025-11-28 12:23:48.770611+05:30,25.2,39.0,1.611111111111111,83.95,83.05,19.25,54.0,12,28,11,Friday
4122,Mumbai,2025-11-28 12:23:48.537279+05:30,31.2,46.0,1.1111111111111112,67.95,67.45,29.05,63.0,12,28,11,Friday
4123,Patna,2025-11-28 12:23:48.766244+05:30,26.3,51.0,2.888888888888889,93.75,92.85,20.95,65.0,12,28,11,Friday
4124,Pune,2025-11-28 12:23:48.719397+05:30,26.4,41.0,4.305555555555555,67.45,66.75,12.95,81.0,12,28,11,Friday
4125,Surat,2025-11-28 12:23:48.929885+05:30,31.3,37.0,2.388888888888889,94.95,94.25,36.55,62.0,12,28,11,Friday
4126,Ahmedabad,2025-11-28 13:11:25.507225+05:30,27.2,51.0,2.111111111111111,65.85,65.55,14.05,61.0,13,28,11,Friday
4127,Bengaluru,2025-11-28 13:11:25.275454+05:30,23.2,65.0,6.0,53.05,51.35,13.45,123.0,13,28,11,Friday
4128,Bhopal,2025-11-28 13:11:25.719965+05:30,24.4,36.0,4.0,32.65,31.85,8.75,74.0,13,28,11,Friday
4129,Chennai,2025-11-28 13:11:25.429203+05:30,29.1,66.0,8.805555555555555,41.95,36.45,6.35,119.0,13,28,11,Friday
4130,Dehradun,2025-11-28 13:11:25.727102+05:30,23.4,20.0,2.5,30.45,30.45,25.65,20.0,13,28,11,Friday
4131,Delhi,2025-11-28 13:11:25.296928+05:30,23.2,41.0,2.1944444444444446,119.55,118.85,48.25,65.0,13,28,11,Friday
4132,Hyderabad,2025-11-28 13:11:25.282977+05:30,27.4,42.0,4.694444444444444,55.45,54.05,17.45,91.0,13,28,11,Friday
4133,Indore,2025-11-28 13:11:25.646954+05:30,26.1,51.0,3.3888888888888884,36.05,35.55,13.85,63.0,13,28,11,Friday
4134,Jaipur,2025-11-28 13:11:25.504559+05:30,23.2,31.0,1.0,80.05,79.05,21.45,101.0,13,28,11,Friday
4135,Kolkata,2025-11-28 13:11:25.436563+05:30,28.3,40.0,2.1944444444444446,88.85,86.25,28.05,114.0,13,28,11,Friday
4136,Lucknow,2025-11-28 13:11:25.513535+05:30,25.1,39.0,1.8888888888888888,79.75,79.05,18.25,68.0,13,28,11,Friday
4137,Mumbai,2025-11-28 13:11:25.280952+05:30,32.0,43.0,1.3888888888888888,70.95,70.25,29.05,72.0,13,28,11,Friday
4138,Patna,2025-11-28 13:11:25.630299+05:30,26.1,48.0,2.694444444444444,87.95,86.95,19.55,82.0,13,28,11,Friday
4139,Pune,2025-11-28 13:11:25.540360+05:30,27.1,38.0,3.611111111111111,67.95,67.25,14.55,85.0,13,28,11,Friday
4140,Surat,2025-11-28 13:11:25.728746+05:30,31.7,35.0,1.611111111111111,98.65,97.95,36.95,67.0,13,28,11,Friday
4141,Ahmedabad,2025-11-28 14:21:21.632237+05:30,28.3,51.0,1.8888888888888888,64.85,64.45,11.85,78.0,14,28,11,Friday
4142,Bengaluru,2025-11-28 14:21:21.250641+05:30,25.2,57.0,6.111111111111111,48.85,47.25,11.35,134.0,14,28,11,Friday
4143,Bhopal,2025-11-28 14:21:21.679300+05:30,24.2,34.0,4.111111111111112,32.05,30.75,6.95,93.0,14,28,11,Friday
4144,Chennai,2025-11-28 14:21:21.245436+05:30,29.0,62.0,8.694444444444445,42.15,36.35,5.45,121.0,14,28,11,Friday
4145,Dehradun,2025-11-28 14:21:21.844080+05:30,22.9,20.0,2.388888888888889,32.75,32.75,18.95,55.0,14,28,11,Friday
4146,Delhi,2025-11-28 14:21:21.274283+05:30,24.1,39.0,2.305555555555556,112.85,112.35,39.85,99.0,14,28,11,Friday
4147,Hyderabad,2025-11-28 14:21:21.288708+05:30,27.1,34.0,4.611111111111112,52.65,51.05,14.05,114.0,14,28,11,Friday
4148,Indore,2025-11-28 14:21:21.649754+05:30,26.1,51.0,3.305555555555556,32.55,31.75,11.15,81.0,14,28,11,Friday
4149,Jaipur,2025-11-28 14:21:21.482878+05:30,24.1,36.0,1.0,76.05,74.85,17.45,133.0,14,28,11,Friday
4150,Kolkata,2025-11-28 14:21:27.333470+05:30,28.3,35.0,2.111111111111111,69.35,69.05,19.95,146.0,14,28,11,Friday
4151,Lucknow,2025-11-28 14:21:23.058067+05:30,26.2,39.0,2.1944444444444446,74.65,73.75,14.35,100.0,14,28,11,Friday
4152,Mumbai,2025-11-28 14:21:21.357465+05:30,32.2,38.0,2.694444444444444,73.45,73.05,25.65,96.0,14,28,11,Friday
4153,Patna,2025-11-28 14:21:21.549248+05:30,27.2,42.0,2.388888888888889,80.95,80.05,14.95,113.0,14,28,11,Friday
4154,Pune,2025-11-28 14:21:21.454904+05:30,27.6,36.0,3.194444444444444,69.35,68.35,11.75,105.0,14,28,11,Friday
4155,Surat,2025-11-28 14:21:21.744367+05:30,31.9,34.0,1.0,102.35,101.65,35.85,80.0,14,28,11,Friday
4156,Ahmedabad,2025-11-28 15:12:53.840112+05:30,29.1,48.0,2.111111111111111,88.85,87.95,10.25,105.0,15,28,11,Friday
4157,Bengaluru,2025-11-28 15:12:53.623980+05:30,25.3,57.0,5.388888888888888,47.65,46.35,6.55,144.0,15,28,11,Friday
4158,Bhopal,2025-11-28 15:12:54.015331+05:30,25.2,30.0,4.0,32.65,30.75,4.65,116.0,15,28,11,Friday
4159,Chennai,2025-11-28 15:12:53.609652+05:30,29.0,66.0,9.61111111111111,39.45,34.45,3.45,142.0,15,28,11,Friday
4160,Dehradun,2025-11-28 15:12:54.058417+05:30,21.9,24.0,2.111111111111111,7.35,7.35,10.15,101.0,15,28,11,Friday
4161,Delhi,2025-11-28 15:12:53.613709+05:30,24.3,39.0,2.305555555555556,84.45,83.75,26.75,135.0,15,28,11,Friday
4162,Hyderabad,2025-11-28 15:12:53.605218+05:30,28.0,33.0,4.805555555555555,56.05,53.95,8.85,147.0,15,28,11,Friday
4163,Indore,2025-11-28 15:12:53.875529+05:30,26.2,51.0,2.611111111111111,39.05,37.55,6.65,105.0,15,28,11,Friday
4164,Jaipur,2025-11-28 15:12:53.823999+05:30,24.4,36.0,1.1944444444444444,73.25,70.45,11.25,159.0,15,28,11,Friday
4165,Kolkata,2025-11-28 15:12:53.616733+05:30,28.2,33.0,1.8888888888888888,26.95,26.65,10.95,167.0,15,28,11,Friday
4166,Lucknow,2025-11-28 15:12:53.862880+05:30,26.2,37.0,1.6944444444444442,53.05,52.45,9.45,134.0,15,28,11,Friday
4167,Mumbai,2025-11-28 15:12:53.619918+05:30,30.4,59.0,3.1111111111111107,94.65,93.75,39.95,133.0,15,28,11,Friday
4168,Patna,2025-11-28 15:12:53.869003+05:30,27.0,45.0,2.111111111111111,63.95,62.75,8.85,146.0,15,28,11,Friday
4169,Pune,2025-11-28 15:12:53.857241+05:30,27.8,33.0,2.694444444444444,77.95,76.25,6.55,132.0,15,28,11,Friday
4170,Surat,2025-11-28 15:12:54.032199+05:30,31.6,36.0,2.0,116.75,115.85,39.95,84.0,15,28,11,Friday
4171,Ahmedabad,2025-11-28 16:15:52.737454+05:30,29.3,45.0,1.8888888888888888,92.85,91.65,6.25,133.0,16,28,11,Friday
4172,Bengaluru,2025-11-28 16:15:52.521022+05:30,23.1,53.0,5.194444444444444,44.85,43.65,4.35,148.0,16,28,11,Friday
4173,Bhopal,2025-11-28 16:15:52.917527+05:30,25.2,30.0,3.6944444444444446,30.35,28.35,2.55,134.0,16,28,11,Friday
4174,Chennai,2025-11-28 16:15:52.555745+05:30,28.1,66.0,9.11111111111111,38.85,33.75,2.25,141.0,16,28,11,Friday
4175,Dehradun,2025-11-28 16:15:52.955329+05:30,16.4,37.0,1.5,6.55,6.55,3.55,135.0,16,28,11,Friday
4176,Delhi,2025-11-28 16:15:52.542781+05:30,24.3,39.0,2.1944444444444446,60.65,59.85,18.05,167.0,16,28,11,Friday
4177,Hyderabad,2025-11-28 16:15:52.558633+05:30,27.0,37.0,4.694444444444444,52.35,50.25,4.05,167.0,16,28,11,Friday
4178,Indore,2025-11-28 16:15:52.782995+05:30,26.1,51.0,2.694444444444444,41.05,39.35,3.15,125.0,16,28,11,Friday
4179,Jaipur,2025-11-28 16:15:52.754393+05:30,24.3,41.0,1.805555555555556,68.15,65.35,5.75,187.0,16,28,11,Friday
4180,Kolkata,2025-11-28 16:15:52.524239+05:30,28.1,35.0,1.6944444444444442,22.95,22.55,4.95,187.0,16,28,11,Friday
4181,Lucknow,2025-11-28 16:15:52.765110+05:30,26.1,39.0,1.6944444444444442,39.65,38.95,5.35,163.0,16,28,11,Friday
4182,Mumbai,2025-11-28 16:15:52.550310+05:30,33.2,34.0,4.888888888888889,88.65,87.45,18.85,159.0,16,28,11,Friday
4183,Patna,2025-11-28 16:15:52.784629+05:30,26.1,48.0,2.111111111111111,48.35,46.95,4.45,174.0,16,28,11,Friday
4184,Pune,2025-11-28 16:15:52.820111+05:30,27.5,34.0,2.1944444444444446,68.35,66.75,3.05,152.0,16,28,11,Friday
4185,Surat,2025-11-28 16:15:52.935497+05:30,30.3,40.0,3.3888888888888884,121.45,120.05,39.85,101.0,16,28,11,Friday
4186,Ahmedabad,2025-11-28 17:10:12.885505+05:30,29.4,48.0,2.111111111111111,95.35,93.75,4.25,152.0,17,28,11,Friday
4187,Bengaluru,2025-11-28 17:10:12.668105+05:30,23.4,53.0,5.194444444444444,43.55,42.45,3.35,150.0,17,28,11,Friday
4188,Bhopal,2025-11-28 17:10:13.051265+05:30,24.3,31.0,3.0,28.95,27.05,1.65,139.0,17,28,11,Friday
4189,Chennai,2025-11-28 17:10:12.673656+05:30,28.3,70.0,8.805555555555555,38.85,33.65,1.85,138.0,17,28,11,Friday
4190,Dehradun,2025-11-28 17:10:13.068836+05:30,13.3,39.0,1.611111111111111,7.05,7.05,1.05,145.0,17,28,11,Friday
4191,Delhi,2025-11-28 17:10:12.753486+05:30,23.3,41.0,2.111111111111111,46.95,45.65,13.75,179.0,17,28,11,Friday
4192,Hyderabad,2025-11-28 17:10:12.688938+05:30,26.3,42.0,3.888888888888889,49.65,47.55,2.45,174.0,17,28,11,Friday
4193,Indore,2025-11-28 17:10:12.934082+05:30,25.3,54.0,2.611111111111111,42.75,41.25,1.65,132.0,17,28,11,Friday
4194,Jaipur,2025-11-28 17:10:12.878438+05:30,24.3,41.0,2.5,65.35,62.75,3.15,195.0,17,28,11,Friday
4195,Kolkata,2025-11-28 17:10:12.666472+05:30,27.3,42.0,2.111111111111111,21.75,21.35,1.75,198.0,17,28,11,Friday
4196,Lucknow,2025-11-28 17:10:12.882331+05:30,25.1,41.0,1.611111111111111,35.85,35.45,3.15,174.0,17,28,11,Friday
4197,Mumbai,2025-11-28 17:10:12.675224+05:30,31.2,36.0,5.111111111111111,91.85,90.75,17.25,201.0,17,28,11,Friday
4198,Patna,2025-11-28 17:10:12.896255+05:30,26.1,48.0,2.388888888888889,43.85,42.55,2.25,183.0,17,28,11,Friday
4199,Pune,2025-11-28 17:10:12.866443+05:30,25.5,42.0,1.3055555555555556,61.35,59.65,1.85,157.0,17,28,11,Friday
4200,Surat,2025-11-28 17:10:13.069895+05:30,27.6,50.0,3.611111111111111,123.35,121.95,41.25,115.0,17,28,11,Friday
4201,Ahmedabad,2025-11-28 18:37:42.402347+05:30,28.2,58.0,1.8888888888888888,97.25,95.65,3.45,166.0,18,28,11,Friday
4202,Bengaluru,2025-11-28 18:37:42.265080+05:30,22.2,65.0,4.388888888888889,42.65,41.45,3.35,149.0,18,28,11,Friday
4203,Bhopal,2025-11-28 18:37:42.603539+05:30,21.0,38.0,2.888888888888889,27.55,25.75,1.55,138.0,18,28,11,Friday
4204,Chennai,2025-11-28 18:37:42.178096+05:30,27.1,70.0,8.805555555555555,38.35,33.25,1.95,134.0,18,28,11,Friday
4205,Dehradun,2025-11-28 18:37:42.631837+05:30,12.5,39.0,2.111111111111111,8.35,8.35,0.95,141.0,18,28,11,Friday
4206,Delhi,2025-11-28 18:37:42.183510+05:30,20.1,53.0,2.0,43.65,42.05,11.85,179.0,18,28,11,Friday
4207,Hyderabad,2025-11-28 18:37:42.190287+05:30,24.0,41.0,3.8055555555555554,47.25,45.35,2.45,173.0,18,28,11,Friday
4208,Indore,2025-11-28 18:37:42.462137+05:30,23.0,61.0,2.888888888888889,43.25,41.85,1.35,132.0,18,28,11,Friday
4209,Jaipur,2025-11-28 18:37:42.426183+05:30,22.4,50.0,2.694444444444444,63.45,61.15,2.25,192.0,18,28,11,Friday
4210,Kolkata,2025-11-28 18:37:42.186676+05:30,26.2,48.0,2.1944444444444446,21.65,21.25,1.05,201.0,18,28,11,Friday
4211,Lucknow,2025-11-28 18:37:42.419973+05:30,21.3,60.0,1.805555555555556,33.55,33.05,2.35,175.0,18,28,11,Friday
4212,Mumbai,2025-11-28 18:37:42.156641+05:30,29.2,58.0,4.611111111111112,97.75,96.55,17.55,245.0,18,28,11,Friday
4213,Patna,2025-11-28 18:37:42.423616+05:30,23.3,61.0,2.5,41.15,39.95,1.65,181.0,18,28,11,Friday
4214,Pune,2025-11-28 18:37:42.491623+05:30,23.6,43.0,1.0,56.15,54.65,1.85,154.0,18,28,11,Friday
4215,Surat,2025-11-28 18:37:42.635644+05:30,26.3,52.0,3.611111111111111,124.25,122.35,43.85,126.0,18,28,11,Friday
4216,Ahmedabad,2025-11-28 19:17:22.694152+05:30,27.1,54.0,1.3055555555555556,95.65,93.75,5.25,171.0,19,28,11,Friday
4217,Bengaluru,2025-11-28 19:17:22.515088+05:30,21.1,69.0,3.888888888888889,41.35,40.35,5.35,144.0,19,28,11,Friday
4218,Bhopal,2025-11-28 19:17:22.861254+05:30,20.4,43.0,3.0,26.15,24.45,2.15,133.0,19,28,11,Friday
4219,Chennai,2025-11-28 19:17:22.497424+05:30,27.2,70.0,9.194444444444445,38.45,33.25,2.45,129.0,19,28,11,Friday
4220,Dehradun,2025-11-28 19:17:22.891174+05:30,12.1,38.0,2.388888888888889,10.85,10.75,3.05,136.0,19,28,11,Friday
4221,Delhi,2025-11-28 19:17:22.466481+05:30,20.3,56.0,2.1944444444444446,42.75,41.05,13.85,171.0,19,28,11,Friday
4222,Hyderabad,2025-11-28 19:17:22.482688+05:30,20.1,68.0,3.3888888888888884,44.05,42.05,3.45,168.0,19,28,11,Friday
4223,Indore,2025-11-28 19:17:22.727160+05:30,22.3,65.0,2.888888888888889,42.75,41.45,2.45,128.0,19,28,11,Friday
4224,Jaipur,2025-11-28 19:17:22.696007+05:30,22.2,53.0,2.305555555555556,63.45,61.15,4.05,184.0,19,28,11,Friday
4225,Kolkata,2025-11-28 19:17:22.473535+05:30,25.3,51.0,1.611111111111111,22.25,21.85,4.55,195.0,19,28,11,Friday
4226,Lucknow,2025-11-28 19:17:22.714236+05:30,20.2,64.0,2.0,32.55,32.15,3.85,169.0,19,28,11,Friday
4227,Mumbai,2025-11-28 19:17:22.501912+05:30,29.3,58.0,3.5,100.05,98.85,18.95,277.0,19,28,11,Friday
4228,Patna,2025-11-28 19:17:22.728966+05:30,21.3,69.0,2.5,39.65,38.55,3.65,172.0,19,28,11,Friday
4229,Pune,2025-11-28 19:17:22.675207+05:30,23.0,44.0,1.5,53.15,51.65,2.75,148.0,19,28,11,Friday
4230,Surat,2025-11-28 19:17:22.895160+05:30,25.9,53.0,3.305555555555556,128.95,127.55,48.05,130.0,19,28,11,Friday
4231,Ahmedabad,2025-11-28 20:14:23.972317+05:30,26.2,58.0,1.0,91.65,89.75,9.95,164.0,20,28,11,Friday
4232,Bengaluru,2025-11-28 20:14:23.746033+05:30,21.3,73.0,3.8055555555555554,40.75,39.75,10.85,133.0,20,28,11,Friday
4233,Bhopal,2025-11-28 20:14:24.179310+05:30,19.3,46.0,2.888888888888889,25.65,24.05,3.85,125.0,20,28,11,Friday
4234,Chennai,2025-11-28 20:14:23.799242+05:30,27.2,74.0,8.88888888888889,38.45,32.95,3.65,123.0,20,28,11,Friday
4235,Dehradun,2025-11-28 20:14:24.194649+05:30,11.8,37.0,2.5,14.55,14.35,7.95,132.0,20,28,11,Friday
4236,Delhi,2025-11-28 20:14:23.762225+05:30,18.2,64.0,2.111111111111111,42.15,40.45,22.45,151.0,20,28,11,Friday
4237,Hyderabad,2025-11-28 20:14:23.749382+05:30,22.1,43.0,3.194444444444444,43.45,41.55,6.75,157.0,20,28,11,Friday
4238,Indore,2025-11-28 20:14:24.013360+05:30,21.3,69.0,2.805555555555556,41.95,40.75,5.75,119.0,20,28,11,Friday
4239,Jaipur,2025-11-28 20:14:23.986134+05:30,19.1,64.0,2.0,64.85,62.55,9.65,172.0,20,28,11,Friday
4240,Kolkata,2025-11-28 20:14:23.766143+05:30,21.3,73.0,1.0,23.45,23.05,14.95,178.0,20,28,11,Friday
4241,Lucknow,2025-11-28 20:14:23.977460+05:30,19.1,68.0,2.111111111111111,31.95,31.55,9.05,154.0,20,28,11,Friday
4242,Mumbai,2025-11-28 20:14:23.758029+05:30,28.2,62.0,3.611111111111111,99.35,98.15,22.45,293.0,20,28,11,Friday
4243,Patna,2025-11-28 20:14:24.008879+05:30,21.2,69.0,2.611111111111111,39.25,38.35,10.25,153.0,20,28,11,Friday
4244,Pune,2025-11-28 20:14:23.983437+05:30,22.1,47.0,2.111111111111111,51.75,50.25,5.15,141.0,20,28,11,Friday
4245,Surat,2025-11-28 20:14:24.184506+05:30,25.8,53.0,3.194444444444444,132.65,131.25,56.15,121.0,20,28,11,Friday
4246,Ahmedabad,2025-11-28 21:11:56.805066+05:30,25.4,65.0,1.0,90.75,88.85,17.15,149.0,21,28,11,Friday
4247,Bengaluru,2025-11-28 21:11:56.571146+05:30,20.1,78.0,3.5,41.35,40.45,18.45,118.0,21,28,11,Friday
4248,Bhopal,2025-11-28 21:11:57.045294+05:30,18.2,49.0,2.888888888888889,25.65,24.25,6.45,113.0,21,28,11,Friday
4249,Chennai,2025-11-28 21:11:56.559766+05:30,27.1,74.0,9.305555555555555,37.55,32.25,5.25,116.0,21,28,11,Friday
4250,Dehradun,2025-11-28 21:11:57.006417+05:30,11.5,36.0,2.5,20.25,20.15,14.95,127.0,21,28,11,Friday
4251,Delhi,2025-11-28 21:11:56.564402+05:30,17.1,68.0,2.111111111111111,44.35,42.95,34.75,123.0,21,28,11,Friday
4252,Hyderabad,2025-11-28 21:11:56.562152+05:30,21.2,46.0,3.1111111111111107,41.45,39.95,10.05,143.0,21,28,11,Friday
4253,Indore,2025-11-28 21:11:56.810014+05:30,20.1,73.0,2.888888888888889,42.25,41.25,10.45,106.0,21,28,11,Friday
4254,Jaipur,2025-11-28 21:11:56.796388+05:30,18.2,64.0,1.8888888888888888,66.75,64.65,17.95,156.0,21,28,11,Friday
4255,Kolkata,2025-11-28 21:11:56.521272+05:30,21.2,73.0,1.0,42.25,41.95,29.65,152.0,21,28,11,Friday
4256,Lucknow,2025-11-28 21:11:56.793337+05:30,18.0,73.0,2.1944444444444446,36.25,36.05,16.65,132.0,21,28,11,Friday
4257,Mumbai,2025-11-28 21:11:56.573642+05:30,29.3,58.0,4.0,98.15,96.75,27.25,297.0,21,28,11,Friday
4258,Patna,2025-11-28 21:11:56.801239+05:30,21.2,69.0,2.5,43.95,43.15,19.55,126.0,21,28,11,Friday
4259,Pune,2025-11-28 21:11:56.766182+05:30,21.3,50.0,1.8888888888888888,51.25,49.85,8.45,131.0,21,28,11,Friday
4260,Surat,2025-11-28 21:11:57.138295+05:30,25.6,53.0,3.1111111111111107,135.85,134.45,65.95,104.0,21,28,11,Friday
4261,Ahmedabad,2025-11-28 22:17:29.271141+05:30,23.2,73.0,1.0,102.15,100.25,26.85,128.0,22,28,11,Friday
4262,Bengaluru,2025-11-28 22:17:29.055386+05:30,19.0,83.0,3.1111111111111107,44.35,43.65,25.05,104.0,22,28,11,Friday
4263,Bhopal,2025-11-28 22:17:29.463001+05:30,17.9,48.0,2.5,27.25,25.95,8.55,103.0,22,28,11,Friday
4264,Chennai,2025-11-28 22:17:29.073512+05:30,27.3,79.0,9.388888888888888,35.55,30.55,6.45,110.0,22,28,11,Friday
4265,Dehradun,2025-11-28 22:17:29.475727+05:30,11.2,35.0,2.5,28.45,28.35,22.25,117.0,22,28,11,Friday
4266,Delhi,2025-11-28 22:17:29.083346+05:30,16.1,72.0,2.305555555555556,53.85,52.75,43.75,100.0,22,28,11,Friday
4267,Hyderabad,2025-11-28 22:17:29.058721+05:30,20.1,53.0,2.805555555555556,44.35,42.95,15.55,125.0,22,28,11,Friday
4268,Indore,2025-11-28 22:17:29.305649+05:30,20.2,73.0,3.0,45.65,44.85,14.55,94.0,22,28,11,Friday
4269,Jaipur,2025-11-28 22:17:29.276759+05:30,18.3,64.0,1.805555555555556,73.95,71.85,26.35,137.0,22,28,11,Friday
4270,Kolkata,2025-11-28 22:17:29.081381+05:30,21.1,73.0,1.0,71.65,71.35,42.15,126.0,22,28,11,Friday
4271,Lucknow,2025-11-28 22:17:29.311007+05:30,17.2,77.0,2.305555555555556,47.55,47.15,23.65,111.0,22,28,11,Friday
4272,Mumbai,2025-11-28 22:17:29.079092+05:30,28.1,62.0,3.3888888888888884,99.55,97.95,29.75,291.0,22,28,11,Friday
4273,Patna,2025-11-28 22:17:29.312461+05:30,20.1,73.0,2.305555555555556,53.55,52.75,26.65,104.0,22,28,11,Friday
4274,Pune,2025-11-28 22:17:29.283404+05:30,20.6,53.0,1.805555555555556,53.15,52.05,11.05,121.0,22,28,11,Friday
4275,Surat,2025-11-28 22:17:29.479721+05:30,25.2,53.0,3.0,137.75,136.85,71.25,90.0,22,28,11,Friday
